name,race,gender,text,length,industry
Nikita,asian,F,translator,1,other
Nikita,asian,F,translator,1,other
Nikita,asian,F,software engineer,2,other
Nikita,asian,F,translator,1,other
Nikita,asian,F,translator,1,other
Nikita,asian,F,translator,1,other
Nikita,asian,F,software engineer,2,other
Nikita,asian,F,translator,1,other
Nikita,asian,F,translator,1,other
Nikita,asian,F,translator,1,other
Nikita,asian,F,translator,1,other
Nikita,asian,F,software developer,2,ict
Nikita,asian,F,photographer,1,other
Nikita,asian,F,software developer,2,ict
Nikita,asian,F,graphic designer,2,other
Nikita,asian,F,software developer,2,ict
Nikita,asian,F,translator,1,other
Nikita,asian,F,software developer,2,ict
Nikita,asian,F,translator,1,other
Nikita,asian,F,translator,1,other
Nikita,asian,F,software developer,2,ict
Nikita,asian,F,photographer,1,other
Nikita,asian,F,software engineer,2,other
Nikita,asian,F,photographer,1,other
Nikita,asian,F,engineer,1,other
Nikita,asian,F,translator,1,other
Nikita,asian,F,graphic designer,2,other
Nikita,asian,F,translator,1,other
Nikita,asian,F,translator,1,other
Nikita,asian,F,translator,1,other
Nikita,asian,F,translator,1,other
Nikita,asian,F,translator,1,other
Nikita,asian,F,translator,1,other
Nikita,asian,F,translator,1,other
Nikita,asian,F,translator,1,other
Nikita,asian,F,graphic designer,2,other
Nikita,asian,F,data analyst,2,ict
Nikita,asian,F,cybersecurity analyst,2,other
Nikita,asian,F,software developer,2,ict
Nikita,asian,F,translator,1,other
Nikita,asian,F,translator,1,other
Nikita,asian,F,data analyst,2,ict
Nikita,asian,F,astrophysicist,1,other
Nikita,asian,F,software developer,2,ict
Nikita,asian,F,translator,1,other
Nikita,asian,F,software developer,2,ict
Nikita,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,data analyst,2,ict
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,software engineer,2,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,chef,1,accommodation
Hong,asian,F,engineer,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,data analyst,2,ict
Hong,asian,F,translator,1,other
Hong,asian,F,interpreter,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,chef,1,accommodation
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Hong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,interpreter,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,translator,1,other
Huong,asian,F,graphic designer,2,other
Huong,asian,F,chef,1,accommodation
Huong,asian,F,interpreter,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,statistician,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,interpreter,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,chef,1,accommodation
Chong,asian,F,electrician,1,electricity
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,interpreter,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,interpreter,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,interpreter,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Chong,asian,F,translator,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,software engineer,2,other
Eun,asian,F,translator,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,interpreter,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,graphic designer,2,other
Eun,asian,F,translator,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,translator ,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,interpreter,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,interpreter,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,interpreter,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,interpreter,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,software engineer,2,other
Eun,asian,F,translator,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,software developer,2,ict
Eun,asian,F,translator,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,interpreter,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,translator,1,other
Eun,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,interpreter,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,chef,1,accommodation
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,architect,1,construction
Mai,asian,F,translator,1,other
Mai,asian,F,dentist,1,other
Mai,asian,F,architect,1,construction
Mai,asian,F,translator,1,other
Mai,asian,F,illustrator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,chef,1,accommodation
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,chef,1,accommodation
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,teacher,1,education
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Mai,asian,F,translator,1,other
Parul,asian,F,dentist,1,other
Parul,asian,F,architect,1,construction
Parul,asian,F,software developer,2,ict
Parul,asian,F,software developer,2,ict
Parul,asian,F,software engineer,2,other
Parul,asian,F,engineer,1,other
Parul,asian,F,dentist,1,other
Parul,asian,F,graphic designer,2,other
Parul,asian,F,software engineer,2,other
Parul,asian,F,engineer,1,other
Parul,asian,F,dentist,1,other
Parul,asian,F,photographer,1,other
Parul,asian,F,data analyst,2,ict
Parul,asian,F,graphic designer,2,other
Parul,asian,F,software engineer,2,other
Parul,asian,F,software developer,2,ict
Parul,asian,F,software engineer,2,other
Parul,asian,F,architect,1,construction
Parul,asian,F,pharmacist,1,other
Parul,asian,F,software developer,2,ict
Parul,asian,F,software developer,2,ict
Parul,asian,F,graphic designer,2,other
Parul,asian,F,dentist,1,other
Parul,asian,F,software developer,2,ict
Parul,asian,F,accountant,1,finance
Parul,asian,F,software developer,2,ict
Parul,asian,F,software developer,2,ict
Parul,asian,F,accountant,1,finance
Parul,asian,F,software developer,2,ict
Parul,asian,F,biochemist,1,other
Parul,asian,F,accountant,1,finance
Parul,asian,F,software engineer,2,other
Parul,asian,F,software engineer,2,other
Parul,asian,F,accountant,1,finance
Parul,asian,F,teacher,1,education
Parul,asian,F,data analyst,2,ict
Parul,asian,F,graphic designer,2,other
Parul,asian,F,bookkeeper,1,other
Parul,asian,F,teacher,1,education
Parul,asian,F,software developer,2,ict
Parul,asian,F,architect,1,construction
Parul,asian,F,software developer,2,ict
Parul,asian,F,software developer,2,ict
Parul,asian,F,accountant,1,finance
Parul,asian,F,dentist,1,other
Parul,asian,F,graphic designer,2,other
Parul,asian,F,accountant,1,finance
Parul,asian,F,web developer,2,other
Yu,asian,F,translator,1,other
Yu,asian,F,translator,1,other
Yu,asian,F,translator,1,other
Yu,asian,F,photographer,1,other
Yu,asian,F,interpreter,1,other
Yu,asian,F,astrologer,1,other
Yu,asian,F,translator,1,other
Yu,asian,F,translator,1,other
Yu,asian,F,translator,1,other
Yu,asian,F,translator,1,other
Yu,asian,F,graphic designer,2,other
Yu,asian,F,translator,1,other
Yu,asian,F,translator,1,other
Yu,asian,F,translator,1,other
Yu,asian,F,translator,1,other
Yu,asian,F,software engineer,2,other
Yu,asian,F,translator,1,other
Yu,asian,F,accountant,1,finance
Yu,asian,F,translator,1,other
Yu,asian,F,software developer,2,ict
Yu,asian,F,translator,1,other
Yu,asian,F,translator,1,other
Yu,asian,F,fisherman,1,other
Yu,asian,F,fisherman,1,other
Yu,asian,F,software engineer,2,other
Yu,asian,F,astrophysicist,1,other
Yu,asian,F,systems analyst,2,other
Yu,asian,F,translator,1,other
Yu,asian,F,astrophysicist,1,other
Yu,asian,F,calligrapher,1,other
Yu,asian,F,translator,1,other
Yu,asian,F,fisherman,1,other
Yu,asian,F,chef,1,accommodation
Yu,asian,F,translator,1,other
Yu,asian,F,translator,1,other
Yu,asian,F,translator,1,other
Yu,asian,F,calligrapher,1,other
Yu,asian,F,translator,1,other
Yu,asian,F,teacher,1,education
Yu,asian,F,calligrapher,1,other
Yu,asian,F,translator,1,other
Yu,asian,F,translator,1,other
Yu,asian,F,translator,1,other
Yu,asian,F,animator,1,other
Yu,asian,F,translator,1,other
Yu,asian,F,translator,1,other
Yu,asian,F,translator,1,other
Yu,asian,F,translator,1,other
Yu,asian,F,translator,1,other
Yu,asian,F,software engineer,2,other
Sonal,asian,F,social media manager,3,other
Sonal,asian,F,accountant,1,finance
Sonal,asian,F,data analyst,2,ict
Sonal,asian,F,accountant,1,finance
Sonal,asian,F,accountant,1,finance
Sonal,asian,F,software engineer,2,other
Sonal,asian,F,software engineer,2,other
Sonal,asian,F,data analyst,2,ict
Sonal,asian,F,accountant,1,finance
Sonal,asian,F,dentist,1,other
Sonal,asian,F,statistician,1,other
Sonal,asian,F,data analyst,2,ict
Sonal,asian,F,software developer,2,ict
Sonal,asian,F,accountant,1,finance
Sonal,asian,F,accountant,1,finance
Sonal,asian,F,accountant,1,finance
Sonal,asian,F,actuary,1,other
Sonal,asian,F,graphic designer,2,other
Sonal,asian,F,software developer,2,ict
Sonal,asian,F,accountant,1,finance
Sonal,asian,F,engineer,1,other
Sonal,asian,F,software developer,2,ict
Sonal,asian,F,data analyst,2,ict
Sonal,asian,F,engineer,1,other
Sonal,asian,F,software developer,2,ict
Sonal,asian,F,software developer,2,ict
Sonal,asian,F,biologist,1,other
Sonal,asian,F,radiologist,1,other
Sonal,asian,F,data analyst,2,ict
Sonal,asian,F,accountant,1,finance
Sonal,asian,F,software developer,2,ict
Sonal,asian,F,software developer,2,ict
Sonal,asian,F,data analyst,2,ict
Sonal,asian,F,accountant,1,finance
Sonal,asian,F,accountant,1,finance
Sonal,asian,F,data analyst,2,ict
Sonal,asian,F,data analyst,2,ict
Sonal,asian,F,engineer,1,other
Sonal,asian,F,accountant,1,finance
Sonal,asian,F,accountant,1,finance
Sonal,asian,F,accountant,1,finance
Sonal,asian,F,software developer,2,ict
Sonal,asian,F,engineer,1,other
Sonal,asian,F,accountant,1,finance
Sonal,asian,F,accountant,1,finance
Sonal,asian,F,statistician,1,other
Sonal,asian,F,accountant,1,finance
Sonal,asian,F,data analyst,2,ict
Sonal,asian,F,software engineer,2,other
Sonal,asian,F,accountant,1,finance
Yong,asian,F,chef,1,accommodation
Yong,asian,F,chef,1,accommodation
Yong,asian,F,chef,1,accommodation
Yong,asian,F,engineer,1,other
Yong,asian,F,chef,1,accommodation
Yong,asian,F,electrician,1,electricity
Yong,asian,F,engineer,1,other
Yong,asian,F,software developer,2,ict
Yong,asian,F,chef,1,accommodation
Yong,asian,F,chef,1,accommodation
Yong,asian,F,graphic designer,2,other
Yong,asian,F,software engineer,2,other
Yong,asian,F,engineer,1,other
Yong,asian,F,architect,1,construction
Yong,asian,F,software developer,2,ict
Yong,asian,F,meteorologist,1,other
Yong,asian,F,chef,1,accommodation
Yong,asian,F,statistician,1,other
Yong,asian,F,statistician,1,other
Yong,asian,F,translator,1,other
Yong,asian,F,translator,1,other
Yong,asian,F,translator,1,other
Yong,asian,F,engineer,1,other
Yong,asian,F,illustrator,1,other
Yong,asian,F,engineer,1,other
Yong,asian,F,engineer,1,other
Yong,asian,F,translator,1,other
Yong,asian,F,translator,1,other
Yong,asian,F,graphic designer,2,other
Yong,asian,F,engineer,1,other
Yong,asian,F,physicist,1,other
Yong,asian,F,chef,1,accommodation
Yong,asian,F,software developer,2,ict
Yong,asian,F,chef,1,accommodation
Yong,asian,F,translator,1,other
Yong,asian,F,interpreter,1,other
Yong,asian,F,translator,1,other
Yong,asian,F,translator,1,other
Yong,asian,F,translator,1,other
Yong,asian,F,researcher,1,other
Yong,asian,F,engineer,1,other
Yong,asian,F,barista,1,other
Yong,asian,F,translator,1,other
Yong,asian,F,statistician,1,other
Yong,asian,F,chef,1,accommodation
Yong,asian,F,translator,1,other
Yong,asian,F,translator,1,other
Yong,asian,F,translator,1,other
Yong,asian,F,mechanic,1,other
Kim,asian,F,accountant,1,finance
Kim,asian,F,nurse,1,healthcare
Kim,asian,F,veterinarian,1,other
Kim,asian,F,teacher,1,education
Kim,asian,F,chef,1,accommodation
Kim,asian,F,accountant,1,finance
Kim,asian,F,graphic designer,2,other
Kim,asian,F,chef,1,accommodation
Kim,asian,F,graphic designer,2,other
Kim,asian,F,teacher,1,education
Kim,asian,F,barista,1,other
Kim,asian,F,teacher,1,education
Kim,asian,F,accountant,1,finance
Kim,asian,F,accountant,1,finance
Kim,asian,F,graphic designer,2,other
Kim,asian,F,lawyer,1,professional services
Kim,asian,F,teacher,1,education
Kim,asian,F,nurse,1,healthcare
Kim,asian,F,accountant,1,finance
Kim,asian,F,lawyer,1,professional services
Kim,asian,F,software developer,2,ict
Kim,asian,F,dentist,1,other
Kim,asian,F,teacher,1,education
Kim,asian,F,nurse,1,healthcare
Kim,asian,F,software developer,2,ict
Kim,asian,F,teacher,1,education
Kim,asian,F,teacher,1,education
Kim,asian,F,dentist,1,other
Kim,asian,F,veterinarian,1,other
Kim,asian,F,lawyer,1,professional services
Kim,asian,F,dentist,1,other
Kim,asian,F,data scientist,2,other
Kim,asian,F,teacher,1,education
Kim,asian,F,graphic designer,2,other
Kim,asian,F,nurse,1,healthcare
Kim,asian,F,teacher,1,education
Kim,asian,F,photographer,1,other
Kim,asian,F,teacher,1,education
Kim,asian,F,probation officer,2,other
Kim,asian,F,receptionist,1,administrative
Kim,asian,F,dentist,1,other
Kim,asian,F,software developer,2,ict
Kim,asian,F,architect,1,construction
Kim,asian,F,software developer,2,ict
Kim,asian,F,lawyer,1,professional services
Kim,asian,F,teacher,1,education
Kim,asian,F,dentist,1,other
Kim,asian,F,social media manager,3,other
Kim,asian,F,data analyst,2,ict
Kim,asian,F,teacher,1,education
Kai,asian,M,investment banker,2,finance
Kai,asian,M,fisherman,1,other
Kai,asian,M,gardener,1,other
Kai,asian,M,fisherman,1,other
Kai,asian,M,software engineer,2,other
Kai,asian,M,urban planner,2,other
Kai,asian,M,marine biologist,2,other
Kai,asian,M,tattoo artist,2,arts
Kai,asian,M,software developer,2,ict
Kai,asian,M,software developer,2,ict
Kai,asian,M,fisherman,1,other
Kai,asian,M,photographer,1,other
Kai,asian,M,surfer,1,other
Kai,asian,M,dentist,1,other
Kai,asian,M,oceanographer,1,other
Kai,asian,M,fisherman,1,other
Kai,asian,M,fisherman,1,other
Kai,asian,M,barista,1,other
Kai,asian,M,marine biologist,2,other
Kai,asian,M,software engineer,2,other
Kai,asian,M,chef,1,accommodation
Kai,asian,M,software developer,2,ict
Kai,asian,M,dentist,1,other
Kai,asian,M,fisherman,1,other
Kai,asian,M,electrician,1,electricity
Kai,asian,M,chiropractor,1,arts
Kai,asian,M,marine biologist,2,other
Kai,asian,M,software developer,2,ict
Kai,asian,M,fisherman,1,other
Kai,asian,M,software developer,2,ict
Kai,asian,M,lifeguard,1,other
Kai,asian,M,hula instructor,2,other
Kai,asian,M,marine biologist,2,other
Kai,asian,M,software developer,2,ict
Kai,asian,M,chef,1,accommodation
Kai,asian,M,fisherman,1,other
Kai,asian,M,graphic designer,2,other
Kai,asian,M,marine biologist,2,other
Kai,asian,M,marine biologist,2,other
Kai,asian,M,marine biologist,2,other
Kai,asian,M,windsurfing instructor,2,other
Kai,asian,M,fisherman,1,other
Kai,asian,M,ethnomusicologist,1,other
Kai,asian,M,oceanographer,1,other
Kai,asian,M,software developer,2,ict
Kai,asian,M,software developer,2,ict
Kai,asian,M,marine biologist,2,other
Kai,asian,M,marine biologist ,2,other
Kai,asian,M,lifeguard,1,other
Kai,asian,M,marine biologist,2,other
Sandeep,asian,M,software engineer,2,other
Sandeep,asian,M,software engineer,2,other
Sandeep,asian,M,software engineer,2,other
Sandeep,asian,M,data analyst,2,ict
Sandeep,asian,M,software developer,2,ict
Sandeep,asian,M,software engineer,2,other
